big data;artificial intelligence;autoimmunity;Sjogren;SjS;RA;SLE;lupus;machine learning;modelisation;random forest;classification
Total_number_of_articles;62647
>11110132;First_Filter=FAILED;Last_filter=FAILED
>11110131;First_Filter=FAILED;Last_filter=FAILED
>11110126;First_Filter=FAILED;Last_filter=FAILED
>11105415;First_Filter=FAILED;Last_filter=FAILED
>11104192;First_Filter=FAILED;Last_filter=FAILED
>11103332;First_Filter=FAILED;Last_filter=FAILED
>11092523;First_Filter=FAILED;Last_filter=FAILED
>11086972;First_Filter=FAILED;Last_filter=FAILED
>11084227;First_Filter=FAILED;Last_filter=FAILED
>11079965;First_Filter=FAILED;Last_filter=FAILED
>11079925;First_Filter=FAILED;Last_filter=FAILED
>11079905;First_Filter=FAILED;Last_filter=FAILED
>11079858;First_Filter=FAILED;Last_filter=FAILED
>11079850;First_Filter=FAILED;Last_filter=FAILED
>11079839;First_Filter=FAILED;Last_filter=FAILED
>11068295;First_Filter=FAILED;Last_filter=FAILED
>11064814;First_Filter=FAILED;Last_filter=FAILED
>11062367;First_Filter=FAILED;Last_filter=FAILED
>11052417;First_Filter=FAILED;Last_filter=FAILED
>11049176;First_Filter=FAILED;Last_filter=FAILED
>11043877;First_Filter=FAILED;Last_filter=FAILED
>11032039;First_Filter=FAILED;Last_filter=FAILED
>11030095;First_Filter=FAILED;Last_filter=FAILED
>11026592;First_Filter=FAILED;Last_filter=FAILED
>11025540;First_Filter=FAILED;Last_filter=FAILED
>11017727;First_Filter=FAILED;Last_filter=FAILED
>11014253;First_Filter=FAILED;Last_filter=FAILED
>11011792;First_Filter=FAILED;Last_filter=FAILED
>11011788;First_Filter=FAILED;Last_filter=FAILED
>11010117;First_Filter=FAILED;Last_filter=FAILED
>11011104;First_Filter=FAILED;Last_filter=FAILED
>11005591;First_Filter=FAILED;Last_filter=FAILED
>11005161;First_Filter=FAILED;Last_filter=FAILED
>11001510;First_Filter=FAILED;Last_filter=FAILED
>10998588;First_Filter=FAILED;Last_filter=FAILED
>10998587;First_Filter=FAILED;Last_filter=FAILED
>10987515;First_Filter=FAILED;Last_filter=FAILED
>10987510;First_Filter=FAILED;Last_filter=FAILED
>10984939;First_Filter=FAILED;Last_filter=FAILED
>10984872;First_Filter=FAILED;Last_filter=FAILED
>10984210;First_Filter=FAILED;Last_filter=FAILED
>10978969;First_Filter=FAILED;Last_filter=FAILED
>10978911;First_Filter=FAILED;Last_filter=FAILED
>10977624;First_Filter=FAILED;Last_filter=FAILED
>10976135;First_Filter=FAILED;Last_filter=FAILED
>10974638;First_Filter=FAILED;Last_filter=FAILED
>10966128;First_Filter=FAILED;Last_filter=FAILED
>10964043;First_Filter=FAILED;Last_filter=FAILED
>10953302;First_Filter=FAILED;Last_filter=FAILED
>10946397;First_Filter=FAILED;Last_filter=FAILED
>10946395;First_Filter=FAILED;Last_filter=FAILED
>10946389;First_Filter=FAILED;Last_filter=FAILED
>10947652;First_Filter=FAILED;Last_filter=FAILED
>10945904;First_Filter=FAILED;Last_filter=FAILED
>10943274;First_Filter=FAILED;Last_filter=FAILED
>10943273;First_Filter=FAILED;Last_filter=FAILED
>10943051;First_Filter=FAILED;Last_filter=FAILED
>10942891;First_Filter=FAILED;Last_filter=FAILED
>10938787;First_Filter=FAILED;Last_filter=FAILED
>10937968;First_Filter=FAILED;Last_filter=FAILED
>10937325;First_Filter=FAILED;Last_filter=FAILED
>10935716;First_Filter=FAILED;Last_filter=FAILED
>10935713;First_Filter=FAILED;Last_filter=FAILED
>10935711;First_Filter=FAILED;Last_filter=FAILED
>10935455;First_Filter=FAILED;Last_filter=FAILED
>10934005;First_Filter=FAILED;Last_filter=FAILED
>10933481;First_Filter=FAILED;Last_filter=FAILED
>10928180;First_Filter=FAILED;Last_filter=FAILED
>10916733;First_Filter=FAILED;Last_filter=FAILED
>10916582;First_Filter=FAILED;Last_filter=FAILED
>10916267;First_Filter=FAILED;Last_filter=FAILED
>10916265;First_Filter=FAILED;Last_filter=FAILED
>10913774;First_Filter=FAILED;Last_filter=FAILED
>10906612;First_Filter=FAILED;Last_filter=FAILED
>10904997;First_Filter=FAILED;Last_filter=FAILED
>10886256;First_Filter=FAILED;Last_filter=FAILED
>10901277;First_Filter=FAILED;Last_filter=FAILED
>10901272;First_Filter=FAILED;Last_filter=FAILED
>10898034;First_Filter=FAILED;Last_filter=FAILED
>10896192;First_Filter=FAILED;Last_filter=FAILED
>10896143;First_Filter=FAILED;Last_filter=FAILED
>10887895;First_Filter=FAILED;Last_filter=FAILED
>10883337;First_Filter=FAILED;Last_filter=FAILED
>10877474;First_Filter=FAILED;Last_filter=FAILED
>10871264;First_Filter=FAILED;Last_filter=FAILED
>10869017;First_Filter=FAILED;Last_filter=FAILED
>10859794;First_Filter=FAILED;Last_filter=FAILED
>10857567;First_Filter=FAILED;Last_filter=FAILED
>10855450;First_Filter=FAILED;Last_filter=FAILED
>10841927;First_Filter=FAILED;Last_filter=FAILED
>10821940;First_Filter=FAILED;Last_filter=FAILED
>10817950;First_Filter=FAILED;Last_filter=FAILED
>10815714;First_Filter=FAILED;Last_filter=FAILED
>10810010;First_Filter=FAILED;Last_filter=FAILED
>10798708;First_Filter=FAILED;Last_filter=FAILED
>10797298;First_Filter=FAILED;Last_filter=FAILED
>10793332;First_Filter=FAILED;Last_filter=FAILED
>10789977;First_Filter=FAILED;Last_filter=FAILED
>10786072;First_Filter=FAILED;Last_filter=FAILED
>10786062;First_Filter=FAILED;Last_filter=FAILED
>10776884;First_Filter=FAILED;Last_filter=FAILED
>10773370;First_Filter=FAILED;Last_filter=FAILED
>10772780;First_Filter=FAILED;Last_filter=FAILED
>10770867;First_Filter=FAILED;Last_filter=FAILED
>10769321;First_Filter=FAILED;Last_filter=FAILED
>10767616;First_Filter=FAILED;Last_filter=FAILED
>10767614;First_Filter=FAILED;Last_filter=FAILED
>10767588;First_Filter=FAILED;Last_filter=FAILED
>10765956;First_Filter=FAILED;Last_filter=FAILED
>10761776;First_Filter=FAILED;Last_filter=FAILED
>10758741;First_Filter=FAILED;Last_filter=FAILED
>10745995;First_Filter=FAILED;Last_filter=FAILED
>10745993;First_Filter=FAILED;Last_filter=FAILED
>10743784;First_Filter=FAILED;Last_filter=FAILED
>10740859;First_Filter=FAILED;Last_filter=FAILED
>10739558;First_Filter=FAILED;Last_filter=FAILED
>10732688;First_Filter=FAILED;Last_filter=FAILED
>10723893;First_Filter=FAILED;Last_filter=FAILED
>10723892;First_Filter=FAILED;Last_filter=FAILED
>10725032;First_Filter=FAILED;Last_filter=FAILED
>10725030;First_Filter=FAILED;Last_filter=FAILED
>10720823;First_Filter=FAILED;Last_filter=FAILED
>10718057;First_Filter=FAILED;Last_filter=FAILED
>10714444;First_Filter=FAILED;Last_filter=FAILED
>10714443;First_Filter=FAILED;Last_filter=FAILED
>10709699;First_Filter=FAILED;Last_filter=FAILED
>10708646;First_Filter=FAILED;Last_filter=FAILED
>10708251;First_Filter=FAILED;Last_filter=FAILED
>10699410;First_Filter=FAILED;Last_filter=FAILED
>10696704;First_Filter=FAILED;Last_filter=FAILED
>10696462;First_Filter=FAILED;Last_filter=FAILED
>10695530;First_Filter=FAILED;Last_filter=FAILED
>10694735;First_Filter=FAILED;Last_filter=FAILED
>10688351;First_Filter=FAILED;Last_filter=FAILED
>10688328;First_Filter=FAILED;Last_filter=FAILED
>10675715;First_Filter=FAILED;Last_filter=FAILED
>10667748;First_Filter=FAILED;Last_filter=FAILED
>10665388;First_Filter=FAILED;Last_filter=FAILED
>10661762;First_Filter=FAILED;Last_filter=FAILED
>10659433;First_Filter=FAILED;Last_filter=FAILED
>10659430;First_Filter=FAILED;Last_filter=FAILED
>10659429;First_Filter=FAILED;Last_filter=FAILED
>10659427;First_Filter=FAILED;Last_filter=FAILED
>10656219;First_Filter=FAILED;Last_filter=FAILED
>10653738;First_Filter=FAILED;Last_filter=FAILED
>10651337;First_Filter=FAILED;Last_filter=FAILED
>10638542;First_Filter=FAILED;Last_filter=FAILED
>10636943;First_Filter=FAILED;Last_filter=FAILED
>10635449;First_Filter=FAILED;Last_filter=FAILED
>10632351;First_Filter=FAILED;Last_filter=FAILED
>10630474;First_Filter=FAILED;Last_filter=FAILED
>10624737;First_Filter=FAILED;Last_filter=FAILED
>10619251;First_Filter=FAILED;Last_filter=FAILED
>10619290;First_Filter=FAILED;Last_filter=FAILED
>10609628;First_Filter=FAILED;Last_filter=FAILED
>10609564;First_Filter=FAILED;Last_filter=FAILED
>10606760;First_Filter=FAILED;Last_filter=FAILED
>10597517;First_Filter=FAILED;Last_filter=FAILED
>10600390;First_Filter=FAILED;Last_filter=FAILED
>10596951;First_Filter=FAILED;Last_filter=FAILED
>10540093;First_Filter=FAILED;Last_filter=FAILED
>10589535;First_Filter=FAILED;Last_filter=FAILED
>10586991;First_Filter=FAILED;Last_filter=FAILED
>10586990;First_Filter=FAILED;Last_filter=FAILED
>10583562;First_Filter=FAILED;Last_filter=FAILED
>10578036;First_Filter=FAILED;Last_filter=FAILED
>10576422;First_Filter=FAILED;Last_filter=FAILED
>10576421;First_Filter=FAILED;Last_filter=FAILED
>10566344;First_Filter=FAILED;Last_filter=FAILED
>10564018;First_Filter=FAILED;Last_filter=FAILED
>10566472;First_Filter=FAILED;Last_filter=FAILED
>10566453;First_Filter=FAILED;Last_filter=FAILED
>10566441;First_Filter=FAILED;Last_filter=FAILED
>10566400;First_Filter=FAILED;Last_filter=FAILED
>10566360;First_Filter=FAILED;Last_filter=FAILED
>10566339;First_Filter=FAILED;Last_filter=FAILED
>10566322;First_Filter=FAILED;Last_filter=FAILED
>10560755;First_Filter=FAILED;Last_filter=FAILED
>10560506;First_Filter=FAILED;Last_filter=FAILED
>10560505;First_Filter=FAILED;Last_filter=FAILED
>10560492;First_Filter=FAILED;Last_filter=FAILED
>10551499;First_Filter=FAILED;Last_filter=FAILED
>10536933;First_Filter=FAILED;Last_filter=FAILED
>10534050;First_Filter=FAILED;Last_filter=FAILED
>10533930;First_Filter=FAILED;Last_filter=FAILED
>10531700;First_Filter=FAILED;Last_filter=FAILED
>10530829;First_Filter=FAILED;Last_filter=FAILED
>10529301;First_Filter=FAILED;Last_filter=FAILED
>10522126;First_Filter=FAILED;Last_filter=FAILED
>10520680;First_Filter=FAILED;Last_filter=FAILED
>10519472;First_Filter=FAILED;Last_filter=FAILED
>10518048;First_Filter=FAILED;Last_filter=FAILED
>10517138;First_Filter=FAILED;Last_filter=FAILED
>10501349;First_Filter=FAILED;Last_filter=FAILED
>10498520;First_Filter=FAILED;Last_filter=FAILED
>10495099;First_Filter=FAILED;Last_filter=FAILED
>10487201;First_Filter=FAILED;Last_filter=FAILED
>10469822;First_Filter=FAILED;Last_filter=FAILED
>10463658;First_Filter=FAILED;Last_filter=FAILED
>10448081;First_Filter=FAILED;Last_filter=FAILED
>10430425;First_Filter=FAILED;Last_filter=FAILED
>10426255;First_Filter=FAILED;Last_filter=FAILED
>10414890;First_Filter=FAILED;Last_filter=FAILED
>10413319;First_Filter=FAILED;Last_filter=FAILED
>10407277;First_Filter=FAILED;Last_filter=FAILED
>10397305;First_Filter=FAILED;Last_filter=FAILED
>10397302;First_Filter=FAILED;Last_filter=FAILED
>10393401;First_Filter=FAILED;Last_filter=FAILED
>10386081;First_Filter=FAILED;Last_filter=FAILED
>10384661;First_Filter=FAILED;Last_filter=FAILED
>10384625;First_Filter=FAILED;Last_filter=FAILED
>10384622;First_Filter=FAILED;Last_filter=FAILED
>10384535;First_Filter=FAILED;Last_filter=FAILED
>10384532;First_Filter=FAILED;Last_filter=FAILED
>10384530;First_Filter=FAILED;Last_filter=FAILED
>10384523;First_Filter=FAILED;Last_filter=FAILED
>10384521;First_Filter=FAILED;Last_filter=FAILED
>10384515;First_Filter=FAILED;Last_filter=FAILED
>10384443;First_Filter=FAILED;Last_filter=FAILED
>10384438;First_Filter=FAILED;Last_filter=FAILED
>10384433;First_Filter=FAILED;Last_filter=FAILED
>10383475;First_Filter=FAILED;Last_filter=FAILED
>10378443;First_Filter=FAILED;Last_filter=FAILED
>10378442;First_Filter=FAILED;Last_filter=FAILED
>10372759;First_Filter=FAILED;Last_filter=FAILED
>10367462;First_Filter=FAILED;Last_filter=FAILED
>10363701;First_Filter=FAILED;Last_filter=FAILED
>10363566;First_Filter=FAILED;Last_filter=FAILED
>10361841;First_Filter=FAILED;Last_filter=FAILED
>10352234;First_Filter=FAILED;Last_filter=FAILED
>10348373;First_Filter=FAILED;Last_filter=FAILED
>10344262;First_Filter=FAILED;Last_filter=FAILED
>10339963;First_Filter=FAILED;Last_filter=FAILED
>10225337;First_Filter=FAILED;Last_filter=FAILED
>10224216;First_Filter=FAILED;Last_filter=FAILED
>10223516;First_Filter=FAILED;Last_filter=FAILED
>10217881;First_Filter=FAILED;Last_filter=FAILED
>10211640;First_Filter=FAILED;Last_filter=FAILED
>10204395;First_Filter=FAILED;Last_filter=FAILED
>10202429;First_Filter=FAILED;Last_filter=FAILED
>10201082;First_Filter=FAILED;Last_filter=FAILED
>10199639;First_Filter=FAILED;Last_filter=FAILED
>10198534;First_Filter=FAILED;Last_filter=FAILED
>10194881;First_Filter=FAILED;Last_filter=FAILED
>10099669;First_Filter=FAILED;Last_filter=FAILED
>10085430;First_Filter=FAILED;Last_filter=FAILED
>10085426;First_Filter=FAILED;Last_filter=FAILED
>10082181;First_Filter=FAILED;Last_filter=FAILED
>10065841;First_Filter=FAILED;Last_filter=FAILED
>10048844;First_Filter=FAILED;Last_filter=FAILED
>10023129;First_Filter=FAILED;Last_filter=FAILED
>9950740;First_Filter=FAILED;Last_filter=FAILED
>9950729;First_Filter=FAILED;Last_filter=FAILED
>9935064;First_Filter=FAILED;Last_filter=FAILED
>9934528;First_Filter=FAILED;Last_filter=FAILED
>9932338;First_Filter=FAILED;Last_filter=FAILED
>9931718;First_Filter=FAILED;Last_filter=FAILED
>9930637;First_Filter=FAILED;Last_filter=FAILED
>9929257;First_Filter=FAILED;Last_filter=FAILED
>9929340;First_Filter=FAILED;Last_filter=FAILED
>9929335;First_Filter=FAILED;Last_filter=FAILED
>9929321;First_Filter=FAILED;Last_filter=FAILED
>9929303;First_Filter=FAILED;Last_filter=FAILED
>9929286;First_Filter=FAILED;Last_filter=FAILED
>9929280;First_Filter=FAILED;Last_filter=FAILED
>9929279;First_Filter=FAILED;Last_filter=FAILED
>9929278;First_Filter=FAILED;Last_filter=FAILED
>9929275;First_Filter=FAILED;Last_filter=FAILED
>9923985;First_Filter=FAILED;Last_filter=FAILED
>9916764;First_Filter=FAILED;Last_filter=FAILED
>9916327;First_Filter=FAILED;Last_filter=FAILED
>9894171;First_Filter=FAILED;Last_filter=FAILED
>9891149;First_Filter=FAILED;Last_filter=FAILED
>9891146;First_Filter=FAILED;Last_filter=FAILED
>9865048;First_Filter=FAILED;Last_filter=FAILED
>9865043;First_Filter=FAILED;Last_filter=FAILED
>9865040;First_Filter=FAILED;Last_filter=FAILED
>9865039;First_Filter=FAILED;Last_filter=FAILED
>9861980;First_Filter=FAILED;Last_filter=FAILED
>9854763;First_Filter=FAILED;Last_filter=FAILED
>9848948;First_Filter=FAILED;Last_filter=FAILED
>9848416;First_Filter=FAILED;Last_filter=FAILED
>9848411;First_Filter=FAILED;Last_filter=FAILED
>9848051;First_Filter=FAILED;Last_filter=FAILED
>9839991;First_Filter=FAILED;Last_filter=FAILED
>9830312;First_Filter=FAILED;Last_filter=FAILED
>9830141;First_Filter=FAILED;Last_filter=FAILED
>9828835;First_Filter=FAILED;Last_filter=FAILED
>9829861;First_Filter=FAILED;Last_filter=FAILED
>9825559;First_Filter=FAILED;Last_filter=FAILED
>9823860;First_Filter=FAILED;Last_filter=FAILED
>9809275;First_Filter=FAILED;Last_filter=FAILED
>9805593;First_Filter=FAILED;Last_filter=FAILED
>9805592;First_Filter=FAILED;Last_filter=FAILED
>9800709;First_Filter=FAILED;Last_filter=FAILED
>9798193;First_Filter=FAILED;Last_filter=FAILED
>9789093;First_Filter=FAILED;Last_filter=FAILED
>9788136;First_Filter=FAILED;Last_filter=FAILED
>9787626;First_Filter=FAILED;Last_filter=FAILED
>9784964;First_Filter=FAILED;Last_filter=FAILED
>9784961;First_Filter=FAILED;Last_filter=FAILED
>9783623;First_Filter=FAILED;Last_filter=FAILED
>9783227;First_Filter=FAILED;Last_filter=FAILED
>9783222;First_Filter=FAILED;Last_filter=FAILED
>9783218;First_Filter=FAILED;Last_filter=FAILED
>9782638;First_Filter=FAILED;Last_filter=FAILED
>9779890;First_Filter=FAILED;Last_filter=FAILED
>9775534;First_Filter=FAILED;Last_filter=FAILED
>9751012;First_Filter=FAILED;Last_filter=FAILED
>9748520;First_Filter=FAILED;Last_filter=FAILED
>9747575;First_Filter=FAILED;Last_filter=FAILED
>9735908;First_Filter=FAILED;Last_filter=FAILED
>9719584;First_Filter=FAILED;Last_filter=FAILED
>9719583;First_Filter=FAILED;Last_filter=FAILED
>9719579;First_Filter=FAILED;Last_filter=FAILED
>9719577;First_Filter=FAILED;Last_filter=FAILED
>9719576;First_Filter=FAILED;Last_filter=FAILED
>9705542;First_Filter=FAILED;Last_filter=FAILED
>9703627;First_Filter=FAILED;Last_filter=FAILED
>9701400;First_Filter=FAILED;Last_filter=FAILED
>9698152;First_Filter=FAILED;Last_filter=FAILED
>9698150;First_Filter=FAILED;Last_filter=FAILED
>9697220;First_Filter=FAILED;Last_filter=FAILED
>9694995;First_Filter=FAILED;Last_filter=FAILED
>9688182;First_Filter=FAILED;Last_filter=FAILED
>9680953;First_Filter=FAILED;Last_filter=FAILED
>9676120;First_Filter=FAILED;Last_filter=FAILED
>9667036;First_Filter=FAILED;Last_filter=FAILED
>9665552;First_Filter=FAILED;Last_filter=FAILED
>9664148;First_Filter=FAILED;Last_filter=FAILED
>9659247;First_Filter=FAILED;Last_filter=FAILED
>9656764;First_Filter=FAILED;Last_filter=FAILED
>9650188;First_Filter=FAILED;Last_filter=FAILED
>9645789;First_Filter=FAILED;Last_filter=FAILED
>9620923;First_Filter=FAILED;Last_filter=FAILED
>9632835;First_Filter=FAILED;Last_filter=FAILED
>9529338;First_Filter=FAILED;Last_filter=FAILED
>9621910;First_Filter=FAILED;Last_filter=FAILED
>9618679;First_Filter=FAILED;Last_filter=FAILED
>9573417;First_Filter=FAILED;Last_filter=FAILED
>9611790;First_Filter=FAILED;Last_filter=FAILED
>9609943;First_Filter=FAILED;Last_filter=FAILED
>9609631;First_Filter=FAILED;Last_filter=FAILED
>9608931;First_Filter=FAILED;Last_filter=FAILED
>9545443;First_Filter=FAILED;Last_filter=FAILED
>9604780;First_Filter=FAILED;Last_filter=FAILED
>9602682;First_Filter=FAILED;Last_filter=FAILED
>9600408;First_Filter=FAILED;Last_filter=FAILED
>9600407;First_Filter=FAILED;Last_filter=FAILED
>9594629;First_Filter=FAILED;Last_filter=FAILED
>9541751;First_Filter=FAILED;Last_filter=FAILED
>9579706;First_Filter=FAILED;Last_filter=FAILED
>9579105;First_Filter=FAILED;Last_filter=FAILED
>9577738;First_Filter=FAILED;Last_filter=FAILED
>9577496;First_Filter=FAILED;Last_filter=FAILED
>9570903;First_Filter=FAILED;Last_filter=FAILED
>10185786;First_Filter=FAILED;Last_filter=FAILED
>9560997;First_Filter=FAILED;Last_filter=FAILED
>9554366;First_Filter=FAILED;Last_filter=FAILED
>9553490;First_Filter=FAILED;Last_filter=FAILED
>9551649;First_Filter=FAILED;Last_filter=FAILED
>9550854;First_Filter=FAILED;Last_filter=FAILED
>9550852;First_Filter=FAILED;Last_filter=FAILED
>9550848;First_Filter=FAILED;Last_filter=FAILED
>9550846;First_Filter=FAILED;Last_filter=FAILED
>9548088;First_Filter=FAILED;Last_filter=FAILED
>9533739;First_Filter=FAILED;Last_filter=FAILED
>9533736;First_Filter=FAILED;Last_filter=FAILED
>9533591;First_Filter=FAILED;Last_filter=FAILED
>9532743;First_Filter=FAILED;Last_filter=FAILED
>9521136;First_Filter=FAILED;Last_filter=FAILED
>9517011;First_Filter=FAILED;Last_filter=FAILED
>9516737;First_Filter=FAILED;Last_filter=FAILED
>9516731;First_Filter=FAILED;Last_filter=FAILED
>9516728;First_Filter=FAILED;Last_filter=FAILED
>9511034;First_Filter=FAILED;Last_filter=FAILED
>9509744;First_Filter=FAILED;Last_filter=FAILED
>9503576;First_Filter=FAILED;Last_filter=FAILED
>9495724;First_Filter=FAILED;Last_filter=FAILED
>9493916;First_Filter=FAILED;Last_filter=FAILED
>9481716;First_Filter=FAILED;Last_filter=FAILED
>9479347;First_Filter=FAILED;Last_filter=FAILED
>9479346;First_Filter=FAILED;Last_filter=FAILED
>9476257;First_Filter=FAILED;Last_filter=FAILED
>9475951;First_Filter=FAILED;Last_filter=FAILED
>9473995;First_Filter=FAILED;Last_filter=FAILED
>9470397;First_Filter=FAILED;Last_filter=FAILED
>9464748;First_Filter=FAILED;Last_filter=FAILED
>9462924;First_Filter=FAILED;Last_filter=FAILED
>9460620;First_Filter=FAILED;Last_filter=FAILED
>9431637;First_Filter=FAILED;Last_filter=FAILED
>9458164;First_Filter=FAILED;Last_filter=FAILED
>9452977;First_Filter=FAILED;Last_filter=FAILED
>9452983;First_Filter=FAILED;Last_filter=FAILED
>9440819;First_Filter=FAILED;Last_filter=FAILED
>9438272;First_Filter=FAILED;Last_filter=FAILED
>9424456;First_Filter=FAILED;Last_filter=FAILED
>9415600;First_Filter=FAILED;Last_filter=FAILED
>9413865;First_Filter=FAILED;Last_filter=FAILED
>9413608;First_Filter=FAILED;Last_filter=FAILED
>9413607;First_Filter=FAILED;Last_filter=FAILED
>9409015;First_Filter=FAILED;Last_filter=FAILED
>9391729;First_Filter=FAILED;Last_filter=FAILED
>9390025;First_Filter=FAILED;Last_filter=FAILED
>10178821;First_Filter=FAILED;Last_filter=FAILED
>9373776;First_Filter=FAILED;Last_filter=FAILED
>9352545;First_Filter=FAILED;Last_filter=FAILED
>9349906;First_Filter=FAILED;Last_filter=FAILED
>9344352;First_Filter=FAILED;Last_filter=FAILED
>9332709;First_Filter=FAILED;Last_filter=FAILED
>9323064;First_Filter=FAILED;Last_filter=FAILED
>10175992;First_Filter=FAILED;Last_filter=FAILED
>9290926;First_Filter=FAILED;Last_filter=FAILED
>9476154;First_Filter=FAILED;Last_filter=FAILED
>9476152;First_Filter=FAILED;Last_filter=FAILED
>9442434;First_Filter=FAILED;Last_filter=FAILED
>9339321;First_Filter=FAILED;Last_filter=FAILED
>9293719;First_Filter=FAILED;Last_filter=FAILED
>9277083;First_Filter=FAILED;Last_filter=FAILED
>9268905;First_Filter=FAILED;Last_filter=FAILED
>9267975;First_Filter=FAILED;Last_filter=FAILED
>9257220;First_Filter=FAILED;Last_filter=FAILED
>9381812;First_Filter=FAILED;Last_filter=FAILED
>9364434;First_Filter=FAILED;Last_filter=FAILED
>9342142;First_Filter=FAILED;Last_filter=FAILED
>9291029;First_Filter=FAILED;Last_filter=FAILED
>9263373;First_Filter=FAILED;Last_filter=FAILED
>9252707;First_Filter=FAILED;Last_filter=FAILED
>9222100;First_Filter=FAILED;Last_filter=FAILED
>9427107;First_Filter=FAILED;Last_filter=FAILED
>9237566;First_Filter=FAILED;Last_filter=FAILED
>9201381;First_Filter=FAILED;Last_filter=FAILED
>9198027;First_Filter=FAILED;Last_filter=FAILED
>9195573;First_Filter=FAILED;Last_filter=FAILED
>9194856;First_Filter=FAILED;Last_filter=FAILED
>9186049;First_Filter=FAILED;Last_filter=FAILED
>9184895;First_Filter=FAILED;Last_filter=FAILED
>9151484;First_Filter=FAILED;Last_filter=FAILED
>9161025;First_Filter=FAILED;Last_filter=FAILED
>9161022;First_Filter=FAILED;Last_filter=FAILED
>9139876;First_Filter=FAILED;Last_filter=FAILED
>11189353;First_Filter=FAILED;Last_filter=FAILED
>9306291;First_Filter=FAILED;Last_filter=FAILED
>9291009;First_Filter=FAILED;Last_filter=FAILED
>9291008;First_Filter=FAILED;Last_filter=FAILED
>9258595;First_Filter=FAILED;Last_filter=FAILED
>9246852;First_Filter=FAILED;Last_filter=FAILED
>9177814;First_Filter=FAILED;Last_filter=FAILED
>9125825;First_Filter=FAILED;Last_filter=FAILED
>9775930;First_Filter=FAILED;Last_filter=FAILED
>9327278;First_Filter=FAILED;Last_filter=FAILED
>9327275;First_Filter=FAILED;Last_filter=FAILED
>9327274;First_Filter=FAILED;Last_filter=FAILED
>9327272;First_Filter=FAILED;Last_filter=FAILED
>9327271;First_Filter=FAILED;Last_filter=FAILED
>9297617;First_Filter=FAILED;Last_filter=FAILED
>9291006;First_Filter=FAILED;Last_filter=FAILED
>9146964;First_Filter=FAILED;Last_filter=FAILED
>9127034;First_Filter=FAILED;Last_filter=FAILED
>9113307;First_Filter=FAILED;Last_filter=FAILED
>9105927;First_Filter=FAILED;Last_filter=FAILED
>9089447;First_Filter=FAILED;Last_filter=FAILED
>9150934;First_Filter=FAILED;Last_filter=FAILED
>9080535;First_Filter=FAILED;Last_filter=FAILED
>9068273;First_Filter=FAILED;Last_filter=FAILED
>9046312;First_Filter=FAILED;Last_filter=FAILED
>9036899;First_Filter=FAILED;Last_filter=FAILED
>9070888;First_Filter=FAILED;Last_filter=FAILED
>9056741;First_Filter=FAILED;Last_filter=FAILED
>9414340;First_Filter=FAILED;Last_filter=FAILED
>9228585;First_Filter=FAILED;Last_filter=FAILED
>9228577;First_Filter=FAILED;Last_filter=FAILED
>9228576;First_Filter=FAILED;Last_filter=FAILED
>9228574;First_Filter=FAILED;Last_filter=FAILED
>9228573;First_Filter=FAILED;Last_filter=FAILED
>9214793;First_Filter=FAILED;Last_filter=FAILED
>9069183;First_Filter=FAILED;Last_filter=FAILED
>9061789;First_Filter=FAILED;Last_filter=FAILED
>9034676;First_Filter=FAILED;Last_filter=FAILED
>9603059;First_Filter=FAILED;Last_filter=FAILED
>9517159;First_Filter=FAILED;Last_filter=FAILED
>9456560;First_Filter=FAILED;Last_filter=FAILED
>9415987;First_Filter=FAILED;Last_filter=FAILED
>9396019;First_Filter=FAILED;Last_filter=FAILED
>9357741;First_Filter=FAILED;Last_filter=FAILED
>9357738;First_Filter=FAILED;Last_filter=FAILED
>9357700;First_Filter=FAILED;Last_filter=FAILED
>9357698;First_Filter=FAILED;Last_filter=FAILED
>9357695;First_Filter=FAILED;Last_filter=FAILED
>9357693;First_Filter=FAILED;Last_filter=FAILED
>9357689;First_Filter=FAILED;Last_filter=FAILED
>9357616;First_Filter=FAILED;Last_filter=FAILED
>9336735;First_Filter=FAILED;Last_filter=FAILED
>9322037;First_Filter=FAILED;Last_filter=FAILED
>9322024;First_Filter=FAILED;Last_filter=FAILED
>9322023;First_Filter=FAILED;Last_filter=FAILED
>9283042;First_Filter=FAILED;Last_filter=FAILED
>9283041;First_Filter=FAILED;Last_filter=FAILED
>9253816;First_Filter=FAILED;Last_filter=FAILED
>9246225;First_Filter=FAILED;Last_filter=FAILED
>9140869;First_Filter=FAILED;Last_filter=FAILED
>9097491;First_Filter=FAILED;Last_filter=FAILED
>9084029;First_Filter=FAILED;Last_filter=FAILED
>9060159;First_Filter=FAILED;Last_filter=FAILED
>9023972;First_Filter=FAILED;Last_filter=FAILED
>9022733;First_Filter=FAILED;Last_filter=FAILED
>9022259;First_Filter=FAILED;Last_filter=FAILED
>9021057;First_Filter=FAILED;Last_filter=FAILED
>9000583;First_Filter=FAILED;Last_filter=FAILED
>8959241;First_Filter=FAILED;Last_filter=FAILED
>10184897;First_Filter=FAILED;Last_filter=FAILED
>10184894;First_Filter=FAILED;Last_filter=FAILED
>10179751;First_Filter=FAILED;Last_filter=FAILED
>10179750;First_Filter=FAILED;Last_filter=FAILED
>10179747;First_Filter=FAILED;Last_filter=FAILED
