autoimmunity;SjS;RA;SLE;machine learning
Total_number_of_articles;5384
>27519955;First_Filter=PASSED;Last_filter=FAILED
>27768123;First_Filter=PASSED;Last_filter=FAILED
>27283871;First_Filter=PASSED;Last_filter=FAILED
>27753626;First_Filter=PASSED;Last_filter=FAILED
>27752154;First_Filter=FAILED;Last_filter=PASSED
>27704250;First_Filter=PASSED;Last_filter=FAILED
>27679792;First_Filter=PASSED;Last_filter=FAILED
>27673477;First_Filter=PASSED;Last_filter=PASSED
>27659348;First_Filter=PASSED;Last_filter=FAILED
>27630215;First_Filter=PASSED;Last_filter=FAILED
>27600904;First_Filter=PASSED;Last_filter=FAILED
>27588900;First_Filter=PASSED;Last_filter=PASSED
>27586799;First_Filter=PASSED;Last_filter=FAILED
>27557500;First_Filter=PASSED;Last_filter=FAILED
>27557471;First_Filter=PASSED;Last_filter=FAILED
>27548498;First_Filter=PASSED;Last_filter=FAILED
>27543414;First_Filter=PASSED;Last_filter=FAILED
>27541826;First_Filter=PASSED;Last_filter=FAILED
>27539991;First_Filter=PASSED;Last_filter=FAILED
>27534926;First_Filter=PASSED;Last_filter=FAILED
>27521268;First_Filter=PASSED;Last_filter=FAILED
>27509492;First_Filter=PASSED;Last_filter=FAILED
>27502756;First_Filter=PASSED;Last_filter=FAILED
>27498357;First_Filter=PASSED;Last_filter=FAILED
>27487771;First_Filter=PASSED;Last_filter=FAILED
>27483354;First_Filter=PASSED;Last_filter=PASSED
>27482100;First_Filter=PASSED;Last_filter=FAILED
>27476624;First_Filter=PASSED;Last_filter=FAILED
>27463977;First_Filter=PASSED;Last_filter=FAILED
>27463840;First_Filter=PASSED;Last_filter=FAILED
>27457404;First_Filter=PASSED;Last_filter=FAILED
>27444627;First_Filter=PASSED;Last_filter=FAILED
>27429532;First_Filter=PASSED;Last_filter=FAILED
>27429362;First_Filter=PASSED;Last_filter=FAILED
>27424138;First_Filter=PASSED;Last_filter=FAILED
>27423437;First_Filter=PASSED;Last_filter=FAILED
>27392463;First_Filter=PASSED;Last_filter=FAILED
>27362704;First_Filter=PASSED;Last_filter=FAILED
>27358312;First_Filter=PASSED;Last_filter=FAILED
>27357254;First_Filter=PASSED;Last_filter=FAILED
>27354902;First_Filter=PASSED;Last_filter=PASSED
>27354219;First_Filter=PASSED;Last_filter=PASSED
>27325182;First_Filter=PASSED;Last_filter=FAILED
>27320770;First_Filter=PASSED;Last_filter=FAILED
>27296665;First_Filter=PASSED;Last_filter=PASSED
>27295421;First_Filter=PASSED;Last_filter=FAILED
>27293190;First_Filter=PASSED;Last_filter=FAILED
>27267335;First_Filter=PASSED;Last_filter=FAILED
>27252891;First_Filter=PASSED;Last_filter=FAILED
>27252260;First_Filter=PASSED;Last_filter=FAILED
>27247812;First_Filter=PASSED;Last_filter=FAILED
>27240453;First_Filter=PASSED;Last_filter=FAILED
>27240253;First_Filter=PASSED;Last_filter=FAILED
>27232337;First_Filter=PASSED;Last_filter=FAILED
>27228639;First_Filter=PASSED;Last_filter=FAILED
>27227346;First_Filter=PASSED;Last_filter=FAILED
>27215082;First_Filter=PASSED;Last_filter=FAILED
>27183387;First_Filter=PASSED;Last_filter=FAILED
>27159270;First_Filter=PASSED;Last_filter=FAILED
>27158525;First_Filter=PASSED;Last_filter=FAILED
>27149461;First_Filter=PASSED;Last_filter=FAILED
>27125291;First_Filter=PASSED;Last_filter=FAILED
>27115109;First_Filter=PASSED;Last_filter=FAILED
>27098222;First_Filter=PASSED;Last_filter=FAILED
>27088255;First_Filter=PASSED;Last_filter=FAILED
>27069113;First_Filter=PASSED;Last_filter=PASSED
>27059145;First_Filter=PASSED;Last_filter=FAILED
>27034965;First_Filter=PASSED;Last_filter=FAILED
>27029214;First_Filter=PASSED;Last_filter=FAILED
>27021335;First_Filter=PASSED;Last_filter=FAILED
>27009916;First_Filter=PASSED;Last_filter=FAILED
>27009542;First_Filter=PASSED;Last_filter=FAILED
>27009269;First_Filter=PASSED;Last_filter=PASSED
>27005479;First_Filter=PASSED;Last_filter=FAILED
>26984631;First_Filter=PASSED;Last_filter=FAILED
>26979938;First_Filter=PASSED;Last_filter=FAILED
>26973091;First_Filter=PASSED;Last_filter=PASSED
>26970484;First_Filter=PASSED;Last_filter=FAILED
>26969025;First_Filter=PASSED;Last_filter=FAILED
>26965173;First_Filter=PASSED;Last_filter=FAILED
>26951252;First_Filter=PASSED;Last_filter=FAILED
>26949498;First_Filter=PASSED;Last_filter=FAILED
>26948930;First_Filter=PASSED;Last_filter=FAILED
>26939208;First_Filter=PASSED;Last_filter=FAILED
>26923254;First_Filter=PASSED;Last_filter=FAILED
>26921306;First_Filter=PASSED;Last_filter=FAILED
>26904025;First_Filter=PASSED;Last_filter=FAILED
>26882090;First_Filter=PASSED;Last_filter=FAILED
>26880555;First_Filter=PASSED;Last_filter=FAILED
>26870038;First_Filter=PASSED;Last_filter=FAILED
>26859426;First_Filter=PASSED;Last_filter=FAILED
>26851551;First_Filter=PASSED;Last_filter=FAILED
>26809482;First_Filter=PASSED;Last_filter=FAILED
>26798455;First_Filter=PASSED;Last_filter=FAILED
>26791862;First_Filter=PASSED;Last_filter=FAILED
>26789496;First_Filter=PASSED;Last_filter=FAILED
>26761636;First_Filter=PASSED;Last_filter=FAILED
>28339517;First_Filter=PASSED;Last_filter=FAILED
>26692173;First_Filter=PASSED;Last_filter=FAILED
>26683153;First_Filter=PASSED;Last_filter=FAILED
>26683148;First_Filter=PASSED;Last_filter=FAILED
>26683146;First_Filter=PASSED;Last_filter=FAILED
>26678441;First_Filter=PASSED;Last_filter=FAILED
>26676360;First_Filter=PASSED;Last_filter=FAILED
>26674280;First_Filter=PASSED;Last_filter=FAILED
>26648939;First_Filter=PASSED;Last_filter=FAILED
>26631756;First_Filter=PASSED;Last_filter=PASSED
>26613049;First_Filter=PASSED;Last_filter=PASSED
>26612340;First_Filter=PASSED;Last_filter=FAILED
>26608204;First_Filter=PASSED;Last_filter=FAILED
>26601900;First_Filter=PASSED;Last_filter=FAILED
>26593864;First_Filter=PASSED;Last_filter=FAILED
>26589244;First_Filter=PASSED;Last_filter=FAILED
>26582197;First_Filter=PASSED;Last_filter=FAILED
>26563177;First_Filter=PASSED;Last_filter=FAILED
>26551723;First_Filter=PASSED;Last_filter=FAILED
>26546449;First_Filter=PASSED;Last_filter=FAILED
>26545308;First_Filter=PASSED;Last_filter=FAILED
>26544975;First_Filter=PASSED;Last_filter=FAILED
>26544714;First_Filter=PASSED;Last_filter=FAILED
>26530735;First_Filter=PASSED;Last_filter=FAILED
>26528288;First_Filter=PASSED;Last_filter=FAILED
>26515887;First_Filter=PASSED;Last_filter=FAILED
>26512111;First_Filter=PASSED;Last_filter=PASSED
>26507122;First_Filter=PASSED;Last_filter=FAILED
>26504851;First_Filter=PASSED;Last_filter=FAILED
>26498317;First_Filter=PASSED;Last_filter=FAILED
>26496263;First_Filter=PASSED;Last_filter=FAILED
>26466956;First_Filter=PASSED;Last_filter=FAILED
>26466322;First_Filter=PASSED;Last_filter=FAILED
>26462542;First_Filter=PASSED;Last_filter=FAILED
>26453583;First_Filter=PASSED;Last_filter=FAILED
>26441996;First_Filter=PASSED;Last_filter=FAILED
>26429674;First_Filter=PASSED;Last_filter=FAILED
>26424654;First_Filter=PASSED;Last_filter=FAILED
>26414650;First_Filter=PASSED;Last_filter=FAILED
>26410546;First_Filter=PASSED;Last_filter=FAILED
>26380101;First_Filter=PASSED;Last_filter=FAILED
>26376897;First_Filter=PASSED;Last_filter=FAILED
>26333287;First_Filter=PASSED;Last_filter=FAILED
>26322049;First_Filter=PASSED;Last_filter=FAILED
>26316795;First_Filter=PASSED;Last_filter=FAILED
>26315754;First_Filter=PASSED;Last_filter=FAILED
>26305046;First_Filter=PASSED;Last_filter=FAILED
>26253095;First_Filter=PASSED;Last_filter=FAILED
>26234086;First_Filter=FAILED;Last_filter=FAILED
>26233237;First_Filter=PASSED;Last_filter=FAILED
>26230690;First_Filter=PASSED;Last_filter=FAILED
>26216938;First_Filter=PASSED;Last_filter=FAILED
>26209442;First_Filter=PASSED;Last_filter=FAILED
>26182076;First_Filter=PASSED;Last_filter=FAILED
>26173489;First_Filter=PASSED;Last_filter=FAILED
>26167290;First_Filter=PASSED;Last_filter=FAILED
>26165613;First_Filter=PASSED;Last_filter=FAILED
>26164595;First_Filter=PASSED;Last_filter=FAILED
>26160213;First_Filter=PASSED;Last_filter=FAILED
>26147636;First_Filter=PASSED;Last_filter=FAILED
>26125102;First_Filter=PASSED;Last_filter=FAILED
>26121298;First_Filter=PASSED;Last_filter=FAILED
>26120731;First_Filter=PASSED;Last_filter=FAILED
>26119191;First_Filter=PASSED;Last_filter=FAILED
>26119135;First_Filter=PASSED;Last_filter=FAILED
>26110387;First_Filter=PASSED;Last_filter=FAILED
>26103922;First_Filter=PASSED;Last_filter=FAILED
>26097207;First_Filter=PASSED;Last_filter=PASSED
>26095930;First_Filter=PASSED;Last_filter=FAILED
>26094774;First_Filter=PASSED;Last_filter=PASSED
>26092827;First_Filter=PASSED;Last_filter=FAILED
>26090502;First_Filter=PASSED;Last_filter=FAILED
>26090480;First_Filter=PASSED;Last_filter=FAILED
>26084696;First_Filter=PASSED;Last_filter=FAILED
>26084027;First_Filter=PASSED;Last_filter=FAILED
>26077719;First_Filter=PASSED;Last_filter=FAILED
>26034070;First_Filter=PASSED;Last_filter=FAILED
>28502140;First_Filter=PASSED;Last_filter=FAILED
>26009293;First_Filter=PASSED;Last_filter=FAILED
>25999596;First_Filter=PASSED;Last_filter=FAILED
>25988858;First_Filter=PASSED;Last_filter=FAILED
>25986394;First_Filter=PASSED;Last_filter=FAILED
>25978333;First_Filter=PASSED;Last_filter=FAILED
>25961450;First_Filter=PASSED;Last_filter=FAILED
>25957308;First_Filter=PASSED;Last_filter=PASSED
>25920347;First_Filter=PASSED;Last_filter=FAILED
>25901277;First_Filter=PASSED;Last_filter=FAILED
>25894789;First_Filter=PASSED;Last_filter=FAILED
>25866827;First_Filter=PASSED;Last_filter=FAILED
>25865496;First_Filter=PASSED;Last_filter=PASSED
>25857203;First_Filter=PASSED;Last_filter=FAILED
>25848864;First_Filter=PASSED;Last_filter=FAILED
>29213961;First_Filter=PASSED;Last_filter=FAILED
>25794167;First_Filter=PASSED;Last_filter=FAILED
>25785075;First_Filter=PASSED;Last_filter=FAILED
>25769434;First_Filter=PASSED;Last_filter=FAILED
>25736140;First_Filter=PASSED;Last_filter=FAILED
>25722732;First_Filter=PASSED;Last_filter=PASSED
>25720506;First_Filter=PASSED;Last_filter=FAILED
>25720452;First_Filter=PASSED;Last_filter=FAILED
>25719862;First_Filter=PASSED;Last_filter=FAILED
>25713364;First_Filter=PASSED;Last_filter=FAILED
>25710470;First_Filter=PASSED;Last_filter=FAILED
>25703185;First_Filter=PASSED;Last_filter=PASSED
>25654980;First_Filter=PASSED;Last_filter=FAILED
>25646421;First_Filter=PASSED;Last_filter=PASSED
>25627227;First_Filter=FAILED;Last_filter=FAILED
>25620976;First_Filter=PASSED;Last_filter=FAILED
>25603723;First_Filter=PASSED;Last_filter=FAILED
>25577500;First_Filter=PASSED;Last_filter=FAILED
>25568145;First_Filter=PASSED;Last_filter=FAILED
>25563403;First_Filter=PASSED;Last_filter=PASSED
>25555913;First_Filter=PASSED;Last_filter=FAILED
>25553252;First_Filter=PASSED;Last_filter=FAILED
>25545122;First_Filter=PASSED;Last_filter=FAILED
>25542479;First_Filter=PASSED;Last_filter=FAILED
>25512712;First_Filter=PASSED;Last_filter=FAILED
>25506685;First_Filter=PASSED;Last_filter=PASSED
>25506363;First_Filter=PASSED;Last_filter=FAILED
>25500883;First_Filter=PASSED;Last_filter=FAILED
>25500879;First_Filter=PASSED;Last_filter=FAILED
>25496163;First_Filter=PASSED;Last_filter=PASSED
>25481648;First_Filter=PASSED;Last_filter=FAILED
>25475856;First_Filter=PASSED;Last_filter=FAILED
>25468787;First_Filter=PASSED;Last_filter=FAILED
>25463433;First_Filter=PASSED;Last_filter=PASSED
>25455600;First_Filter=PASSED;Last_filter=FAILED
>25455225;First_Filter=PASSED;Last_filter=FAILED
>25454803;First_Filter=PASSED;Last_filter=FAILED
>25449681;First_Filter=PASSED;Last_filter=FAILED
>25437281;First_Filter=PASSED;Last_filter=PASSED
>25426118;First_Filter=PASSED;Last_filter=FAILED
>25416712;First_Filter=PASSED;Last_filter=FAILED
>25401752;First_Filter=PASSED;Last_filter=FAILED
>25401491;First_Filter=PASSED;Last_filter=FAILED
>25396058;First_Filter=PASSED;Last_filter=FAILED
>25396057;First_Filter=PASSED;Last_filter=FAILED
>25384086;First_Filter=PASSED;Last_filter=FAILED
>25382266;First_Filter=PASSED;Last_filter=FAILED
>25381385;First_Filter=PASSED;Last_filter=FAILED
>25378177;First_Filter=PASSED;Last_filter=FAILED
>25360768;First_Filter=PASSED;Last_filter=FAILED
>25347333;First_Filter=PASSED;Last_filter=FAILED
>25343509;First_Filter=PASSED;Last_filter=FAILED
>25332498;First_Filter=PASSED;Last_filter=FAILED
>25309746;First_Filter=PASSED;Last_filter=FAILED
>25308529;First_Filter=PASSED;Last_filter=FAILED
>25300805;First_Filter=PASSED;Last_filter=FAILED
>25296026;First_Filter=PASSED;Last_filter=FAILED
>25269340;First_Filter=PASSED;Last_filter=FAILED
>25266452;First_Filter=PASSED;Last_filter=FAILED
>25244171;First_Filter=PASSED;Last_filter=FAILED
>25224304;First_Filter=PASSED;Last_filter=FAILED
>25218424;First_Filter=PASSED;Last_filter=FAILED
>25216337;First_Filter=PASSED;Last_filter=FAILED
>25207118;First_Filter=PASSED;Last_filter=FAILED
>25201598;First_Filter=FAILED;Last_filter=FAILED
>25193293;First_Filter=PASSED;Last_filter=FAILED
>25186186;First_Filter=PASSED;Last_filter=FAILED
>25183233;First_Filter=PASSED;Last_filter=FAILED
>25180065;First_Filter=PASSED;Last_filter=FAILED
>25172934;First_Filter=PASSED;Last_filter=FAILED
>25168018;First_Filter=PASSED;Last_filter=FAILED
>25155581;First_Filter=PASSED;Last_filter=FAILED
>25151985;First_Filter=PASSED;Last_filter=FAILED
>25148817;First_Filter=PASSED;Last_filter=FAILED
>25139772;First_Filter=PASSED;Last_filter=FAILED
>25130611;First_Filter=PASSED;Last_filter=FAILED
>25124677;First_Filter=PASSED;Last_filter=FAILED
>25109948;First_Filter=PASSED;Last_filter=PASSED
>25104775;First_Filter=PASSED;Last_filter=PASSED
>25102991;First_Filter=PASSED;Last_filter=FAILED
>25098715;First_Filter=PASSED;Last_filter=FAILED
>25081199;First_Filter=PASSED;Last_filter=FAILED
>25065453;First_Filter=PASSED;Last_filter=FAILED
>25059488;First_Filter=PASSED;Last_filter=FAILED
>25050923;First_Filter=PASSED;Last_filter=FAILED
>25042822;First_Filter=PASSED;Last_filter=PASSED
>25041590;First_Filter=PASSED;Last_filter=FAILED
>25038103;First_Filter=PASSED;Last_filter=FAILED
>25036095;First_Filter=PASSED;Last_filter=FAILED
>25034156;First_Filter=PASSED;Last_filter=FAILED
>25022358;First_Filter=PASSED;Last_filter=FAILED
>25018754;First_Filter=PASSED;Last_filter=FAILED
>25010693;First_Filter=PASSED;Last_filter=FAILED
>25010440;First_Filter=PASSED;Last_filter=FAILED
>24999310;First_Filter=PASSED;Last_filter=PASSED
>24992143;First_Filter=PASSED;Last_filter=FAILED
>24982567;First_Filter=PASSED;Last_filter=FAILED
>24981059;First_Filter=PASSED;Last_filter=FAILED
>24971701;First_Filter=PASSED;Last_filter=FAILED
>24951103;First_Filter=PASSED;Last_filter=FAILED
>24950194;First_Filter=PASSED;Last_filter=PASSED
>24945254;First_Filter=PASSED;Last_filter=PASSED
>24942956;First_Filter=PASSED;Last_filter=FAILED
>24919786;First_Filter=PASSED;Last_filter=FAILED
>24916843;First_Filter=PASSED;Last_filter=FAILED
>24914092;First_Filter=PASSED;Last_filter=FAILED
>24902963;First_Filter=PASSED;Last_filter=FAILED
>24896836;First_Filter=PASSED;Last_filter=PASSED
>24896348;First_Filter=PASSED;Last_filter=FAILED
>24892995;First_Filter=PASSED;Last_filter=FAILED
>24850777;First_Filter=PASSED;Last_filter=FAILED
>24838349;First_Filter=PASSED;Last_filter=FAILED
>24836587;First_Filter=PASSED;Last_filter=FAILED
>24829059;First_Filter=PASSED;Last_filter=FAILED
>24819332;First_Filter=PASSED;Last_filter=FAILED
>24790181;First_Filter=PASSED;Last_filter=FAILED
>24787605;First_Filter=PASSED;Last_filter=FAILED
>24782867;First_Filter=PASSED;Last_filter=FAILED
>24778673;First_Filter=PASSED;Last_filter=FAILED
>24763543;First_Filter=PASSED;Last_filter=FAILED
>24763542;First_Filter=PASSED;Last_filter=FAILED
>24763533;First_Filter=PASSED;Last_filter=FAILED
>24763531;First_Filter=PASSED;Last_filter=FAILED
>24762298;First_Filter=PASSED;Last_filter=FAILED
>24760111;First_Filter=PASSED;Last_filter=FAILED
>24748629;First_Filter=PASSED;Last_filter=FAILED
>24715155;First_Filter=PASSED;Last_filter=FAILED
>24706278;First_Filter=PASSED;Last_filter=FAILED
>24706274;First_Filter=PASSED;Last_filter=FAILED
>24697591;First_Filter=PASSED;Last_filter=FAILED
>24674882;First_Filter=PASSED;Last_filter=PASSED
>24667640;First_Filter=PASSED;Last_filter=PASSED
>24658835;First_Filter=PASSED;Last_filter=FAILED
>24653663;First_Filter=PASSED;Last_filter=FAILED
>24636579;First_Filter=PASSED;Last_filter=PASSED
>24629783;First_Filter=PASSED;Last_filter=FAILED
>24614588;First_Filter=PASSED;Last_filter=FAILED
>24602337;First_Filter=PASSED;Last_filter=FAILED
>24599604;First_Filter=PASSED;Last_filter=FAILED
>24588110;First_Filter=PASSED;Last_filter=FAILED
>24583068;First_Filter=PASSED;Last_filter=PASSED
>24576620;First_Filter=PASSED;Last_filter=FAILED
>24574230;First_Filter=PASSED;Last_filter=FAILED
>24570026;First_Filter=PASSED;Last_filter=FAILED
>24569393;First_Filter=PASSED;Last_filter=FAILED
>24552120;First_Filter=PASSED;Last_filter=PASSED
>24551116;First_Filter=PASSED;Last_filter=FAILED
>24551101;First_Filter=PASSED;Last_filter=FAILED
>24533624;First_Filter=PASSED;Last_filter=PASSED
>24528105;First_Filter=PASSED;Last_filter=FAILED
>24527062;First_Filter=PASSED;Last_filter=FAILED
>24525049;First_Filter=PASSED;Last_filter=FAILED
>24514913;First_Filter=PASSED;Last_filter=FAILED
>24500834;First_Filter=PASSED;Last_filter=PASSED
>24497360;First_Filter=PASSED;Last_filter=FAILED
>24497358;First_Filter=PASSED;Last_filter=PASSED
>24497350;First_Filter=PASSED;Last_filter=FAILED
>24494526;First_Filter=PASSED;Last_filter=FAILED
>24482965;First_Filter=PASSED;Last_filter=FAILED
>24477163;First_Filter=PASSED;Last_filter=PASSED
>24474776;First_Filter=PASSED;Last_filter=FAILED
>24471448;First_Filter=PASSED;Last_filter=FAILED
>24463443;First_Filter=PASSED;Last_filter=FAILED
>24461079;First_Filter=PASSED;Last_filter=FAILED
>24456934;First_Filter=PASSED;Last_filter=FAILED
>24456224;First_Filter=PASSED;Last_filter=PASSED
>24449582;First_Filter=PASSED;Last_filter=PASSED
>24446305;First_Filter=PASSED;Last_filter=FAILED
>24437638;First_Filter=PASSED;Last_filter=FAILED
>24436371;First_Filter=PASSED;Last_filter=FAILED
>24419333;First_Filter=PASSED;Last_filter=FAILED
>24411715;First_Filter=PASSED;Last_filter=FAILED
>24402709;First_Filter=PASSED;Last_filter=FAILED
>24391825;First_Filter=PASSED;Last_filter=PASSED
>24391210;First_Filter=PASSED;Last_filter=FAILED
>24376757;First_Filter=PASSED;Last_filter=FAILED
>25919914;First_Filter=PASSED;Last_filter=FAILED
>25812349;First_Filter=PASSED;Last_filter=FAILED
>24368769;First_Filter=PASSED;Last_filter=FAILED
>24351505;First_Filter=PASSED;Last_filter=FAILED
>24332482;First_Filter=PASSED;Last_filter=FAILED
>24331529;First_Filter=PASSED;Last_filter=FAILED
>24330273;First_Filter=PASSED;Last_filter=FAILED
>24300241;First_Filter=PASSED;Last_filter=FAILED
>24300027;First_Filter=PASSED;Last_filter=FAILED
>24296678;First_Filter=PASSED;Last_filter=FAILED
>24285095;First_Filter=PASSED;Last_filter=FAILED
>24263282;First_Filter=PASSED;Last_filter=FAILED
>24260712;First_Filter=PASSED;Last_filter=FAILED
>24251992;First_Filter=PASSED;Last_filter=FAILED
>24249912;First_Filter=PASSED;Last_filter=FAILED
>24244889;First_Filter=PASSED;Last_filter=FAILED
>24242875;First_Filter=PASSED;Last_filter=PASSED
>24228980;First_Filter=PASSED;Last_filter=FAILED
>24215615;First_Filter=PASSED;Last_filter=FAILED
>24175965;First_Filter=PASSED;Last_filter=PASSED
>24167575;First_Filter=PASSED;Last_filter=FAILED
>24158973;First_Filter=PASSED;Last_filter=FAILED
>24151836;First_Filter=PASSED;Last_filter=FAILED
>24151359;First_Filter=PASSED;Last_filter=FAILED
>24128164;First_Filter=PASSED;Last_filter=FAILED
>24128087;First_Filter=PASSED;Last_filter=FAILED
>24117194;First_Filter=PASSED;Last_filter=FAILED
>24116155;First_Filter=PASSED;Last_filter=FAILED
>24109483;First_Filter=PASSED;Last_filter=PASSED
>24106215;First_Filter=PASSED;Last_filter=FAILED
>24100461;First_Filter=PASSED;Last_filter=FAILED
>24083390;First_Filter=PASSED;Last_filter=FAILED
>24070858;First_Filter=PASSED;Last_filter=FAILED
>24065968;First_Filter=PASSED;Last_filter=FAILED
>24062747;First_Filter=PASSED;Last_filter=FAILED
>24051103;First_Filter=PASSED;Last_filter=FAILED
>24012046;First_Filter=PASSED;Last_filter=FAILED
>24001203;First_Filter=PASSED;Last_filter=FAILED
>23973878;First_Filter=PASSED;Last_filter=FAILED
>23972988;First_Filter=PASSED;Last_filter=FAILED
>23962476;First_Filter=PASSED;Last_filter=FAILED
>23940259;First_Filter=PASSED;Last_filter=FAILED
>23929771;First_Filter=PASSED;Last_filter=FAILED
>23918926;First_Filter=PASSED;Last_filter=FAILED
>23914190;First_Filter=PASSED;Last_filter=FAILED
>23913957;First_Filter=PASSED;Last_filter=FAILED
>23902282;First_Filter=PASSED;Last_filter=FAILED
>23897774;First_Filter=PASSED;Last_filter=FAILED
>23897544;First_Filter=PASSED;Last_filter=FAILED
>23894048;First_Filter=PASSED;Last_filter=FAILED
>23886695;First_Filter=PASSED;Last_filter=PASSED
>23884988;First_Filter=PASSED;Last_filter=FAILED
>23872722;First_Filter=PASSED;Last_filter=FAILED
>23846230;First_Filter=PASSED;Last_filter=FAILED
>23845089;First_Filter=PASSED;Last_filter=FAILED
>23832117;First_Filter=PASSED;Last_filter=FAILED
>23825044;First_Filter=PASSED;Last_filter=FAILED
>23819131;First_Filter=PASSED;Last_filter=FAILED
>23808414;First_Filter=PASSED;Last_filter=FAILED
>23793423;First_Filter=PASSED;Last_filter=FAILED
>23786362;First_Filter=PASSED;Last_filter=PASSED
>23773922;First_Filter=PASSED;Last_filter=FAILED
>23768157;First_Filter=PASSED;Last_filter=FAILED
>23764537;First_Filter=PASSED;Last_filter=FAILED
>23756664;First_Filter=PASSED;Last_filter=FAILED
>23753295;First_Filter=PASSED;Last_filter=FAILED
>23740937;First_Filter=PASSED;Last_filter=FAILED
>23740459;First_Filter=PASSED;Last_filter=FAILED
>23740238;First_Filter=PASSED;Last_filter=FAILED
>23728775;First_Filter=PASSED;Last_filter=FAILED
>23713592;First_Filter=PASSED;Last_filter=PASSED
>23706114;First_Filter=PASSED;Last_filter=FAILED
>23691924;First_Filter=PASSED;Last_filter=PASSED
>23684423;First_Filter=PASSED;Last_filter=FAILED
>23664506;First_Filter=PASSED;Last_filter=FAILED
>23672591;First_Filter=PASSED;Last_filter=FAILED
>23666119;First_Filter=PASSED;Last_filter=FAILED
>23645042;First_Filter=PASSED;Last_filter=FAILED
>23624585;First_Filter=PASSED;Last_filter=FAILED
>23614931;First_Filter=PASSED;Last_filter=FAILED
>23607366;First_Filter=PASSED;Last_filter=PASSED
>23596443;First_Filter=PASSED;Last_filter=PASSED
>23595413;First_Filter=PASSED;Last_filter=FAILED
>23554849;First_Filter=PASSED;Last_filter=FAILED
>23553777;First_Filter=PASSED;Last_filter=FAILED
>23553215;First_Filter=PASSED;Last_filter=FAILED
>26000137;First_Filter=PASSED;Last_filter=FAILED
>23504210;First_Filter=PASSED;Last_filter=FAILED
>23499488;First_Filter=PASSED;Last_filter=FAILED
>23491535;First_Filter=PASSED;Last_filter=FAILED
>23466502;First_Filter=PASSED;Last_filter=FAILED
>23464352;First_Filter=PASSED;Last_filter=FAILED
>23449110;First_Filter=PASSED;Last_filter=FAILED
>23357163;First_Filter=PASSED;Last_filter=FAILED
>23345394;First_Filter=PASSED;Last_filter=FAILED
>23340289;First_Filter=PASSED;Last_filter=FAILED
>23335928;First_Filter=PASSED;Last_filter=PASSED
>23331132;First_Filter=PASSED;Last_filter=FAILED
>23325331;First_Filter=PASSED;Last_filter=FAILED
>23314521;First_Filter=PASSED;Last_filter=FAILED
>23281796;First_Filter=PASSED;Last_filter=FAILED
>23281743;First_Filter=PASSED;Last_filter=FAILED
>23298254;First_Filter=PASSED;Last_filter=FAILED
>23291484;First_Filter=FAILED;Last_filter=FAILED
>23290784;First_Filter=PASSED;Last_filter=FAILED
>23287048;First_Filter=PASSED;Last_filter=FAILED
>24600554;First_Filter=PASSED;Last_filter=FAILED
>23261299;First_Filter=PASSED;Last_filter=FAILED
>23251791;First_Filter=PASSED;Last_filter=FAILED
>23251221;First_Filter=PASSED;Last_filter=PASSED
>23249830;First_Filter=PASSED;Last_filter=FAILED
>23249093;First_Filter=PASSED;Last_filter=FAILED
>23248629;First_Filter=PASSED;Last_filter=FAILED
>23233263;First_Filter=PASSED;Last_filter=FAILED
>23226562;First_Filter=PASSED;Last_filter=FAILED
>23190644;First_Filter=PASSED;Last_filter=FAILED
>23181829;First_Filter=PASSED;Last_filter=FAILED
>23179301;First_Filter=PASSED;Last_filter=FAILED
>23176380;First_Filter=PASSED;Last_filter=PASSED
>23171755;First_Filter=PASSED;Last_filter=FAILED
>23153973;First_Filter=PASSED;Last_filter=FAILED
>23150717;First_Filter=PASSED;Last_filter=FAILED
>23147873;First_Filter=PASSED;Last_filter=FAILED
>23131610;First_Filter=PASSED;Last_filter=FAILED
>23109291;First_Filter=PASSED;Last_filter=PASSED
>23097974;First_Filter=PASSED;Last_filter=FAILED
>23084292;First_Filter=PASSED;Last_filter=PASSED
>23083346;First_Filter=PASSED;Last_filter=FAILED
>23079514;First_Filter=PASSED;Last_filter=FAILED
>23054011;First_Filter=PASSED;Last_filter=FAILED
>23039363;First_Filter=PASSED;Last_filter=FAILED
>23039326;First_Filter=PASSED;Last_filter=FAILED
>23039241;First_Filter=PASSED;Last_filter=FAILED
>23028528;First_Filter=PASSED;Last_filter=FAILED
>23007256;First_Filter=PASSED;Last_filter=FAILED
>23000207;First_Filter=PASSED;Last_filter=FAILED
>22992721;First_Filter=PASSED;Last_filter=PASSED
>22988822;First_Filter=PASSED;Last_filter=FAILED
>22983539;First_Filter=PASSED;Last_filter=FAILED
>22978407;First_Filter=PASSED;Last_filter=FAILED
>22975851;First_Filter=FAILED;Last_filter=FAILED
>22968741;First_Filter=PASSED;Last_filter=FAILED
>22967069;First_Filter=PASSED;Last_filter=FAILED
>22961090;First_Filter=PASSED;Last_filter=FAILED
>22950782;First_Filter=PASSED;Last_filter=FAILED
>22945807;First_Filter=PASSED;Last_filter=FAILED
>22940555;First_Filter=PASSED;Last_filter=FAILED
>22933071;First_Filter=PASSED;Last_filter=FAILED
>22913420;First_Filter=PASSED;Last_filter=FAILED
>22891746;First_Filter=PASSED;Last_filter=FAILED
>22885687;First_Filter=PASSED;Last_filter=FAILED
>22857869;First_Filter=PASSED;Last_filter=FAILED
