big data;artificial intelligence;autoimmunity;Sjogren;RA;SLE;lupus;machine learning;modelisation
Total_number_of_articles;44077
>16402618;First_Filter=FAILED;Last_filter=FAILED
>16398931;First_Filter=FAILED;Last_filter=FAILED
>16397005;First_Filter=FAILED;Last_filter=FAILED
>16354384;First_Filter=FAILED;Last_filter=FAILED
>16354383;First_Filter=FAILED;Last_filter=FAILED
>16343848;First_Filter=FAILED;Last_filter=FAILED
>16343845;First_Filter=FAILED;Last_filter=FAILED
>16342497;First_Filter=FAILED;Last_filter=FAILED
>16342492;First_Filter=FAILED;Last_filter=FAILED
>16342179;First_Filter=FAILED;Last_filter=FAILED
>16337078;First_Filter=FAILED;Last_filter=FAILED
>16327290;First_Filter=FAILED;Last_filter=FAILED
>16321970;First_Filter=FAILED;Last_filter=FAILED
>16317074;First_Filter=FAILED;Last_filter=FAILED
>16314258;First_Filter=FAILED;Last_filter=FAILED
>16294750;First_Filter=FAILED;Last_filter=FAILED
>16284202;First_Filter=FAILED;Last_filter=FAILED
>16278948;First_Filter=FAILED;Last_filter=FAILED
>16278240;First_Filter=FAILED;Last_filter=FAILED
>16253221;First_Filter=FAILED;Last_filter=FAILED
>16252834;First_Filter=FAILED;Last_filter=FAILED
>16249492;First_Filter=FAILED;Last_filter=FAILED
>16229415;First_Filter=FAILED;Last_filter=FAILED
>16226240;First_Filter=FAILED;Last_filter=FAILED
>16221938;First_Filter=FAILED;Last_filter=FAILED
>16210830;First_Filter=PASSED;Last_filter=FAILED
>16198995;First_Filter=FAILED;Last_filter=FAILED
>16187402;First_Filter=FAILED;Last_filter=FAILED
>16187401;First_Filter=FAILED;Last_filter=FAILED
>16186350;First_Filter=FAILED;Last_filter=FAILED
>16186349;First_Filter=FAILED;Last_filter=FAILED
>16185681;First_Filter=FAILED;Last_filter=FAILED
>16180914;First_Filter=FAILED;Last_filter=FAILED
>16169252;First_Filter=FAILED;Last_filter=FAILED
>16160258;First_Filter=PASSED;Last_filter=FAILED
>16160175;First_Filter=FAILED;Last_filter=FAILED
>16159919;First_Filter=FAILED;Last_filter=FAILED
>16159917;First_Filter=FAILED;Last_filter=FAILED
>16157471;First_Filter=FAILED;Last_filter=FAILED
>16157470;First_Filter=FAILED;Last_filter=FAILED
>16121721;First_Filter=FAILED;Last_filter=FAILED
>16119267;First_Filter=FAILED;Last_filter=FAILED
>16115317;First_Filter=FAILED;Last_filter=FAILED
>16112532;First_Filter=FAILED;Last_filter=FAILED
>16111866;First_Filter=FAILED;Last_filter=FAILED
>16111489;First_Filter=FAILED;Last_filter=FAILED
>16108091;First_Filter=FAILED;Last_filter=FAILED
>16105897;First_Filter=FAILED;Last_filter=FAILED
>16102941;First_Filter=FAILED;Last_filter=FAILED
>16091410;First_Filter=FAILED;Last_filter=FAILED
>16083507;First_Filter=FAILED;Last_filter=FAILED
>16081059;First_Filter=FAILED;Last_filter=FAILED
>16061837;First_Filter=FAILED;Last_filter=FAILED
>16054254;First_Filter=FAILED;Last_filter=FAILED
>16051225;First_Filter=FAILED;Last_filter=FAILED
>16045309;First_Filter=FAILED;Last_filter=FAILED
>16045292;First_Filter=FAILED;Last_filter=FAILED
>16024165;First_Filter=FAILED;Last_filter=FAILED
>16021516;First_Filter=FAILED;Last_filter=FAILED
>16013755;First_Filter=FAILED;Last_filter=FAILED
>16013754;First_Filter=FAILED;Last_filter=FAILED
>16013750;First_Filter=FAILED;Last_filter=FAILED
>16006171;First_Filter=FAILED;Last_filter=FAILED
>15993746;First_Filter=FAILED;Last_filter=FAILED
>15993036;First_Filter=FAILED;Last_filter=FAILED
>15992491;First_Filter=FAILED;Last_filter=FAILED
>15988830;First_Filter=FAILED;Last_filter=FAILED
>15980516;First_Filter=FAILED;Last_filter=FAILED
>15978569;First_Filter=FAILED;Last_filter=FAILED
>15971931;First_Filter=FAILED;Last_filter=FAILED
>15971924;First_Filter=FAILED;Last_filter=FAILED
>15971916;First_Filter=FAILED;Last_filter=FAILED
>15969900;First_Filter=FAILED;Last_filter=FAILED
>15963765;First_Filter=FAILED;Last_filter=FAILED
>15963691;First_Filter=FAILED;Last_filter=FAILED
>15961495;First_Filter=FAILED;Last_filter=FAILED
>15940994;First_Filter=FAILED;Last_filter=FAILED
>15939573;First_Filter=FAILED;Last_filter=FAILED
>15928346;First_Filter=FAILED;Last_filter=FAILED
>15921887;First_Filter=FAILED;Last_filter=FAILED
>15921464;First_Filter=FAILED;Last_filter=FAILED
>15912582;First_Filter=FAILED;Last_filter=FAILED
>15911982;First_Filter=FAILED;Last_filter=FAILED
>15897005;First_Filter=FAILED;Last_filter=FAILED
>15894180;First_Filter=FAILED;Last_filter=FAILED
>15894177;First_Filter=FAILED;Last_filter=FAILED
>15893453;First_Filter=FAILED;Last_filter=FAILED
>15890743;First_Filter=FAILED;Last_filter=FAILED
>15886278;First_Filter=FAILED;Last_filter=FAILED
>15868827;First_Filter=FAILED;Last_filter=FAILED
>15864488;First_Filter=FAILED;Last_filter=FAILED
>15860559;First_Filter=FAILED;Last_filter=FAILED
>15852517;First_Filter=FAILED;Last_filter=FAILED
>15852509;First_Filter=FAILED;Last_filter=FAILED
>15845847;First_Filter=FAILED;Last_filter=FAILED
>15839329;First_Filter=FAILED;Last_filter=FAILED
>15839328;First_Filter=FAILED;Last_filter=FAILED
>15838135;First_Filter=FAILED;Last_filter=FAILED
>15828652;First_Filter=FAILED;Last_filter=FAILED
>15825497;First_Filter=FAILED;Last_filter=FAILED
>15822155;First_Filter=FAILED;Last_filter=FAILED
>15817129;First_Filter=FAILED;Last_filter=FAILED
>15814561;First_Filter=FAILED;Last_filter=FAILED
>15811782;First_Filter=FAILED;Last_filter=FAILED
>15809315;First_Filter=FAILED;Last_filter=FAILED
>15807485;First_Filter=FAILED;Last_filter=FAILED
>15797003;First_Filter=FAILED;Last_filter=FAILED
>15796999;First_Filter=FAILED;Last_filter=FAILED
>15794155;First_Filter=FAILED;Last_filter=FAILED
>15792667;First_Filter=FAILED;Last_filter=FAILED
>15788095;First_Filter=FAILED;Last_filter=FAILED
>15787155;First_Filter=FAILED;Last_filter=FAILED
>15787142;First_Filter=FAILED;Last_filter=FAILED
>15787013;First_Filter=FAILED;Last_filter=FAILED
>15768403;First_Filter=FAILED;Last_filter=FAILED
>15757678;First_Filter=FAILED;Last_filter=FAILED
>15754987;First_Filter=FAILED;Last_filter=FAILED
>15747788;First_Filter=FAILED;Last_filter=FAILED
>15746281;First_Filter=FAILED;Last_filter=FAILED
>15742894;First_Filter=FAILED;Last_filter=FAILED
>15741185;First_Filter=FAILED;Last_filter=FAILED
>15732385;First_Filter=FAILED;Last_filter=FAILED
>15725347;First_Filter=FAILED;Last_filter=FAILED
>15722481;First_Filter=FAILED;Last_filter=FAILED
>15720770;First_Filter=FAILED;Last_filter=FAILED
>15720123;First_Filter=FAILED;Last_filter=FAILED
>15706535;First_Filter=FAILED;Last_filter=FAILED
>15706522;First_Filter=FAILED;Last_filter=FAILED
>15706504;First_Filter=FAILED;Last_filter=FAILED
>15701728;First_Filter=FAILED;Last_filter=FAILED
>15697661;First_Filter=FAILED;Last_filter=FAILED
>15696507;First_Filter=FAILED;Last_filter=FAILED
>15687804;First_Filter=FAILED;Last_filter=FAILED
>15680584;First_Filter=FAILED;Last_filter=FAILED
>15663326;First_Filter=FAILED;Last_filter=FAILED
>15663000;First_Filter=FAILED;Last_filter=FAILED
>15652537;First_Filter=FAILED;Last_filter=FAILED
>15647297;First_Filter=FAILED;Last_filter=FAILED
>15632283;First_Filter=FAILED;Last_filter=FAILED
>15631138;First_Filter=FAILED;Last_filter=FAILED
>15617982;First_Filter=FAILED;Last_filter=FAILED
>15614348;First_Filter=FAILED;Last_filter=FAILED
>15608052;First_Filter=FAILED;Last_filter=FAILED
>15593381;First_Filter=FAILED;Last_filter=FAILED
>15585526;First_Filter=FAILED;Last_filter=FAILED
>15582660;First_Filter=FAILED;Last_filter=FAILED
>15581813;First_Filter=FAILED;Last_filter=FAILED
>15561789;First_Filter=FAILED;Last_filter=FAILED
>15555859;First_Filter=FAILED;Last_filter=FAILED
>15554692;First_Filter=FAILED;Last_filter=FAILED
>15554673;First_Filter=FAILED;Last_filter=FAILED
>15554662;First_Filter=FAILED;Last_filter=FAILED
>15542021;First_Filter=FAILED;Last_filter=FAILED
>15542019;First_Filter=FAILED;Last_filter=FAILED
>15531599;First_Filter=FAILED;Last_filter=FAILED
>15531151;First_Filter=FAILED;Last_filter=FAILED
>15520581;First_Filter=FAILED;Last_filter=FAILED
>15511290;First_Filter=FAILED;Last_filter=FAILED
>15494072;First_Filter=FAILED;Last_filter=FAILED
>15493691;First_Filter=FAILED;Last_filter=FAILED
>15484914;First_Filter=FAILED;Last_filter=FAILED
>15484912;First_Filter=FAILED;Last_filter=FAILED
>15481800;First_Filter=FAILED;Last_filter=FAILED
>15479713;First_Filter=FAILED;Last_filter=FAILED
>15475731;First_Filter=FAILED;Last_filter=FAILED
>15466562;First_Filter=FAILED;Last_filter=FAILED
>15465482;First_Filter=FAILED;Last_filter=FAILED
>15465480;First_Filter=FAILED;Last_filter=FAILED
>15465476;First_Filter=FAILED;Last_filter=FAILED
>15465475;First_Filter=FAILED;Last_filter=FAILED
>15460709;First_Filter=FAILED;Last_filter=FAILED
>15448186;First_Filter=FAILED;Last_filter=FAILED
>15388916;First_Filter=FAILED;Last_filter=FAILED
>15385759;First_Filter=FAILED;Last_filter=FAILED
>15384542;First_Filter=FAILED;Last_filter=FAILED
>15384523;First_Filter=FAILED;Last_filter=FAILED
>15376888;First_Filter=FAILED;Last_filter=FAILED
>15374862;First_Filter=FAILED;Last_filter=FAILED
>15369604;First_Filter=FAILED;Last_filter=FAILED
>15360925;First_Filter=FAILED;Last_filter=FAILED
>15360910;First_Filter=FAILED;Last_filter=FAILED
>15360892;First_Filter=FAILED;Last_filter=FAILED
>15360888;First_Filter=FAILED;Last_filter=FAILED
>15360839;First_Filter=FAILED;Last_filter=FAILED
>15360815;First_Filter=FAILED;Last_filter=FAILED
>15358614;First_Filter=FAILED;Last_filter=FAILED
>15333458;First_Filter=FAILED;Last_filter=FAILED
>15331223;First_Filter=FAILED;Last_filter=FAILED
>15326956;First_Filter=FAILED;Last_filter=FAILED
>15326855;First_Filter=FAILED;Last_filter=FAILED
>15326133;First_Filter=FAILED;Last_filter=FAILED
>15323002;First_Filter=FAILED;Last_filter=FAILED
>15317449;First_Filter=FAILED;Last_filter=FAILED
>15314210;First_Filter=FAILED;Last_filter=FAILED
>15297074;First_Filter=FAILED;Last_filter=FAILED
>15290785;First_Filter=FAILED;Last_filter=FAILED
>15290768;First_Filter=FAILED;Last_filter=FAILED
>15281128;First_Filter=FAILED;Last_filter=FAILED
>15272858;First_Filter=FAILED;Last_filter=FAILED
>15272848;First_Filter=FAILED;Last_filter=FAILED
>15262816;First_Filter=FAILED;Last_filter=FAILED
>15262805;First_Filter=FAILED;Last_filter=FAILED
>15262782;First_Filter=FAILED;Last_filter=FAILED
>15255778;First_Filter=FAILED;Last_filter=FAILED
>15248531;First_Filter=FAILED;Last_filter=FAILED
>15219292;First_Filter=FAILED;Last_filter=FAILED
>15219288;First_Filter=FAILED;Last_filter=FAILED
>15217811;First_Filter=FAILED;Last_filter=FAILED
>15208196;First_Filter=FAILED;Last_filter=FAILED
>15201190;First_Filter=FAILED;Last_filter=FAILED
>15188881;First_Filter=FAILED;Last_filter=FAILED
>15188874;First_Filter=FAILED;Last_filter=FAILED
>15184254;First_Filter=FAILED;Last_filter=FAILED
>15180934;First_Filter=FAILED;Last_filter=FAILED
>15180929;First_Filter=FAILED;Last_filter=FAILED
>15174127;First_Filter=FAILED;Last_filter=FAILED
>20526429;First_Filter=FAILED;Last_filter=FAILED
>15165397;First_Filter=FAILED;Last_filter=FAILED
>15162482;First_Filter=FAILED;Last_filter=FAILED
>15154767;First_Filter=FAILED;Last_filter=FAILED
>15130837;First_Filter=FAILED;Last_filter=FAILED
>15130820;First_Filter=FAILED;Last_filter=FAILED
>15128922;First_Filter=FAILED;Last_filter=FAILED
>15126219;First_Filter=FAILED;Last_filter=FAILED
>15126210;First_Filter=FAILED;Last_filter=FAILED
>15120654;First_Filter=FAILED;Last_filter=FAILED
>15112367;First_Filter=FAILED;Last_filter=FAILED
>15112041;First_Filter=FAILED;Last_filter=FAILED
>15102677;First_Filter=FAILED;Last_filter=FAILED
>15081077;First_Filter=FAILED;Last_filter=FAILED
>15073010;First_Filter=FAILED;Last_filter=FAILED
>15068191;First_Filter=FAILED;Last_filter=FAILED
>15064284;First_Filter=FAILED;Last_filter=FAILED
>15055799;First_Filter=FAILED;Last_filter=FAILED
>20351798;First_Filter=FAILED;Last_filter=FAILED
>15052640;First_Filter=FAILED;Last_filter=FAILED
>15033872;First_Filter=FAILED;Last_filter=FAILED
>15032659;First_Filter=FAILED;Last_filter=FAILED
>15032552;First_Filter=FAILED;Last_filter=FAILED
>15006145;First_Filter=FAILED;Last_filter=FAILED
>15006027;First_Filter=FAILED;Last_filter=FAILED
>15006023;First_Filter=FAILED;Last_filter=FAILED
>14997542;First_Filter=FAILED;Last_filter=FAILED
>14990457;First_Filter=FAILED;Last_filter=FAILED
>14990451;First_Filter=FAILED;Last_filter=FAILED
>14990442;First_Filter=FAILED;Last_filter=FAILED
>14988129;First_Filter=FAILED;Last_filter=FAILED
>14988121;First_Filter=FAILED;Last_filter=FAILED
>14976029;First_Filter=FAILED;Last_filter=FAILED
>14871877;First_Filter=FAILED;Last_filter=FAILED
>14758193;First_Filter=FAILED;Last_filter=FAILED
>14752634;First_Filter=FAILED;Last_filter=FAILED
>14741641;First_Filter=FAILED;Last_filter=FAILED
>14730315;First_Filter=FAILED;Last_filter=FAILED
>14728339;First_Filter=FAILED;Last_filter=FAILED
>14728216;First_Filter=FAILED;Last_filter=FAILED
>14728211;First_Filter=FAILED;Last_filter=FAILED
>14728149;First_Filter=FAILED;Last_filter=FAILED
>14728128;First_Filter=FAILED;Last_filter=FAILED
>14723497;First_Filter=FAILED;Last_filter=FAILED
>14702992;First_Filter=FAILED;Last_filter=FAILED
>14667302;First_Filter=FAILED;Last_filter=FAILED
>14656968;First_Filter=FAILED;Last_filter=FAILED
>14632457;First_Filter=FAILED;Last_filter=FAILED
>14632431;First_Filter=FAILED;Last_filter=FAILED
>14632168;First_Filter=FAILED;Last_filter=FAILED
>14630648;First_Filter=FAILED;Last_filter=FAILED
>14624244;First_Filter=FAILED;Last_filter=FAILED
>14610404;First_Filter=FAILED;Last_filter=FAILED
>14606364;First_Filter=FAILED;Last_filter=FAILED
>14606269;First_Filter=FAILED;Last_filter=FAILED
>14594715;First_Filter=FAILED;Last_filter=FAILED
>14558912;First_Filter=FAILED;Last_filter=FAILED
>14534183;First_Filter=FAILED;Last_filter=FAILED
>14512352;First_Filter=FAILED;Last_filter=FAILED
>12973731;First_Filter=FAILED;Last_filter=FAILED
>12957782;First_Filter=FAILED;Last_filter=FAILED
>12957779;First_Filter=FAILED;Last_filter=FAILED
>12957778;First_Filter=FAILED;Last_filter=FAILED
>12904067;First_Filter=FAILED;Last_filter=FAILED
>12903672;First_Filter=FAILED;Last_filter=FAILED
>12899269;First_Filter=FAILED;Last_filter=FAILED
>12895651;First_Filter=FAILED;Last_filter=FAILED
>12893119;First_Filter=FAILED;Last_filter=FAILED
>12893118;First_Filter=FAILED;Last_filter=FAILED
>12855479;First_Filter=FAILED;Last_filter=FAILED
>12855459;First_Filter=FAILED;Last_filter=FAILED
>12850313;First_Filter=FAILED;Last_filter=FAILED
>12850025;First_Filter=FAILED;Last_filter=FAILED
>12847297;First_Filter=FAILED;Last_filter=FAILED
>12846935;First_Filter=FAILED;Last_filter=FAILED
>12835260;First_Filter=FAILED;Last_filter=FAILED
>12767148;First_Filter=FAILED;Last_filter=FAILED
>12721254;First_Filter=FAILED;Last_filter=FAILED
>12717015;First_Filter=FAILED;Last_filter=FAILED
>12716127;First_Filter=FAILED;Last_filter=FAILED
>12709127;First_Filter=FAILED;Last_filter=FAILED
>12689350;First_Filter=FAILED;Last_filter=FAILED
>12670017;First_Filter=FAILED;Last_filter=FAILED
>12640447;First_Filter=FAILED;Last_filter=FAILED
>12636976;First_Filter=FAILED;Last_filter=FAILED
>12618382;First_Filter=FAILED;Last_filter=FAILED
>12614551;First_Filter=FAILED;Last_filter=FAILED
>12603058;First_Filter=FAILED;Last_filter=FAILED
>12603045;First_Filter=FAILED;Last_filter=FAILED
>12603028;First_Filter=FAILED;Last_filter=FAILED
>12603013;First_Filter=FAILED;Last_filter=FAILED
>12590113;First_Filter=FAILED;Last_filter=FAILED
>12588039;First_Filter=FAILED;Last_filter=FAILED
>12584117;First_Filter=FAILED;Last_filter=FAILED
>12553886;First_Filter=FAILED;Last_filter=FAILED
>12528196;First_Filter=FAILED;Last_filter=FAILED
>12499302;First_Filter=FAILED;Last_filter=FAILED
>12463964;First_Filter=FAILED;Last_filter=FAILED
>12463949;First_Filter=FAILED;Last_filter=FAILED
>12463891;First_Filter=FAILED;Last_filter=FAILED
>12463878;First_Filter=FAILED;Last_filter=FAILED
>12463800;First_Filter=FAILED;Last_filter=FAILED
>12463776;First_Filter=FAILED;Last_filter=FAILED
>12442768;First_Filter=FAILED;Last_filter=FAILED
>12433288;First_Filter=FAILED;Last_filter=FAILED
>12421757;First_Filter=FAILED;Last_filter=FAILED
>12416693;First_Filter=FAILED;Last_filter=FAILED
>12415721;First_Filter=FAILED;Last_filter=FAILED
>12407212;First_Filter=FAILED;Last_filter=FAILED
>12386113;First_Filter=FAILED;Last_filter=FAILED
>12385987;First_Filter=FAILED;Last_filter=FAILED
>12385981;First_Filter=FAILED;Last_filter=FAILED
>12234718;First_Filter=FAILED;Last_filter=FAILED
>12214886;First_Filter=FAILED;Last_filter=FAILED
>12184840;First_Filter=FAILED;Last_filter=FAILED
>12169544;First_Filter=FAILED;Last_filter=FAILED
>12169532;First_Filter=FAILED;Last_filter=FAILED
>12169525;First_Filter=FAILED;Last_filter=FAILED
>12122030;First_Filter=FAILED;Last_filter=FAILED
>12115122;First_Filter=FAILED;Last_filter=FAILED
>12112679;First_Filter=FAILED;Last_filter=FAILED
>12084220;First_Filter=FAILED;Last_filter=FAILED
>12079544;First_Filter=FAILED;Last_filter=FAILED
>12039738;First_Filter=FAILED;Last_filter=FAILED
>12015889;First_Filter=FAILED;Last_filter=FAILED
>11972913;First_Filter=FAILED;Last_filter=FAILED
>11972320;First_Filter=FAILED;Last_filter=FAILED
>11922947;First_Filter=FAILED;Last_filter=FAILED
>11868916;First_Filter=FAILED;Last_filter=FAILED
>11849962;First_Filter=FAILED;Last_filter=FAILED
>11836224;First_Filter=FAILED;Last_filter=FAILED
>11834819;First_Filter=FAILED;Last_filter=FAILED
>11825207;First_Filter=FAILED;Last_filter=FAILED
>11825203;First_Filter=FAILED;Last_filter=FAILED
>11825160;First_Filter=FAILED;Last_filter=FAILED
>11793771;First_Filter=FAILED;Last_filter=FAILED
>11786909;First_Filter=FAILED;Last_filter=FAILED
>11776737;First_Filter=FAILED;Last_filter=FAILED
>11776735;First_Filter=FAILED;Last_filter=FAILED
>11776733;First_Filter=FAILED;Last_filter=FAILED
>11773027;First_Filter=FAILED;Last_filter=FAILED
>11770920;First_Filter=FAILED;Last_filter=FAILED
>11765851;First_Filter=FAILED;Last_filter=FAILED
>11700161;First_Filter=FAILED;Last_filter=FAILED
>11704438;First_Filter=FAILED;Last_filter=FAILED
>11681750;First_Filter=FAILED;Last_filter=FAILED
>11677741;First_Filter=FAILED;Last_filter=FAILED
>11604960;First_Filter=FAILED;Last_filter=FAILED
>11604785;First_Filter=FAILED;Last_filter=FAILED
>11583925;First_Filter=FAILED;Last_filter=FAILED
>11583923;First_Filter=FAILED;Last_filter=FAILED
>11580367;First_Filter=FAILED;Last_filter=FAILED
>11574674;First_Filter=FAILED;Last_filter=FAILED
>11557883;First_Filter=FAILED;Last_filter=FAILED
>11551815;First_Filter=FAILED;Last_filter=FAILED
>11535203;First_Filter=FAILED;Last_filter=FAILED
>11506673;First_Filter=FAILED;Last_filter=FAILED
>11483157;First_Filter=FAILED;Last_filter=FAILED
>11474801;First_Filter=FAILED;Last_filter=FAILED
>11472998;First_Filter=FAILED;Last_filter=FAILED
>11470218;First_Filter=FAILED;Last_filter=FAILED
>11457944;First_Filter=FAILED;Last_filter=FAILED
>11409917;First_Filter=FAILED;Last_filter=FAILED
>11411636;First_Filter=FAILED;Last_filter=FAILED
>11377149;First_Filter=FAILED;Last_filter=FAILED
>11376540;First_Filter=FAILED;Last_filter=FAILED
>11370897;First_Filter=FAILED;Last_filter=FAILED
>11331240;First_Filter=FAILED;Last_filter=FAILED
>11318498;First_Filter=FAILED;Last_filter=FAILED
>11318435;First_Filter=FAILED;Last_filter=FAILED
>11318434;First_Filter=FAILED;Last_filter=FAILED
>11310554;First_Filter=FAILED;Last_filter=FAILED
>11310553;First_Filter=FAILED;Last_filter=FAILED
>11310155;First_Filter=FAILED;Last_filter=FAILED
>11301304;First_Filter=FAILED;Last_filter=FAILED
>11262957;First_Filter=FAILED;Last_filter=FAILED
>11255575;First_Filter=FAILED;Last_filter=FAILED
>11244560;First_Filter=FAILED;Last_filter=FAILED
>11195938;First_Filter=FAILED;Last_filter=FAILED
>11187662;First_Filter=FAILED;Last_filter=FAILED
>11185421;First_Filter=FAILED;Last_filter=FAILED
>11185419;First_Filter=FAILED;Last_filter=FAILED
>11120680;First_Filter=FAILED;Last_filter=FAILED
>11110133;First_Filter=FAILED;Last_filter=FAILED
>11091764;First_Filter=FAILED;Last_filter=FAILED
>11084712;First_Filter=FAILED;Last_filter=FAILED
>11080019;First_Filter=FAILED;Last_filter=FAILED
>11080018;First_Filter=FAILED;Last_filter=FAILED
>11080006;First_Filter=FAILED;Last_filter=FAILED
>11079864;First_Filter=FAILED;Last_filter=FAILED
>11052418;First_Filter=FAILED;Last_filter=FAILED
>11011794;First_Filter=FAILED;Last_filter=FAILED
>11001511;First_Filter=FAILED;Last_filter=FAILED
>10987519;First_Filter=FAILED;Last_filter=FAILED
>10955517;First_Filter=FAILED;Last_filter=FAILED
>10953243;First_Filter=FAILED;Last_filter=FAILED
>10953242;First_Filter=FAILED;Last_filter=FAILED
>10939346;First_Filter=FAILED;Last_filter=FAILED
>10906614;First_Filter=FAILED;Last_filter=FAILED
>10902194;First_Filter=FAILED;Last_filter=FAILED
>10896187;First_Filter=FAILED;Last_filter=FAILED
>10877475;First_Filter=FAILED;Last_filter=FAILED
>10800613;First_Filter=FAILED;Last_filter=FAILED
>10786292;First_Filter=FAILED;Last_filter=FAILED
>10786289;First_Filter=FAILED;Last_filter=FAILED
>10779110;First_Filter=FAILED;Last_filter=FAILED
>10745994;First_Filter=FAILED;Last_filter=FAILED
>10743560;First_Filter=FAILED;Last_filter=FAILED
>10719477;First_Filter=FAILED;Last_filter=FAILED
>10679337;First_Filter=FAILED;Last_filter=FAILED
>10674419;First_Filter=FAILED;Last_filter=FAILED
>10641961;First_Filter=FAILED;Last_filter=FAILED
>10540931;First_Filter=FAILED;Last_filter=FAILED
>10576423;First_Filter=FAILED;Last_filter=FAILED
>10566358;First_Filter=FAILED;Last_filter=FAILED
>10566352;First_Filter=FAILED;Last_filter=FAILED
>10566351;First_Filter=FAILED;Last_filter=FAILED
>10431517;First_Filter=FAILED;Last_filter=FAILED
>10423504;First_Filter=FAILED;Last_filter=FAILED
>10391589;First_Filter=FAILED;Last_filter=FAILED
>10384540;First_Filter=FAILED;Last_filter=FAILED
>10384538;First_Filter=FAILED;Last_filter=FAILED
>10384506;First_Filter=FAILED;Last_filter=FAILED
>10384505;First_Filter=FAILED;Last_filter=FAILED
>10384501;First_Filter=FAILED;Last_filter=FAILED
>10384485;First_Filter=FAILED;Last_filter=FAILED
>10225346;First_Filter=FAILED;Last_filter=FAILED
>10225345;First_Filter=FAILED;Last_filter=FAILED
>10225344;First_Filter=FAILED;Last_filter=FAILED
>10195645;First_Filter=FAILED;Last_filter=FAILED
>10097465;First_Filter=FAILED;Last_filter=FAILED
>10085425;First_Filter=FAILED;Last_filter=FAILED
>10065704;First_Filter=FAILED;Last_filter=FAILED
>10036761;First_Filter=FAILED;Last_filter=FAILED
>9929274;First_Filter=FAILED;Last_filter=FAILED
>9822469;First_Filter=FAILED;Last_filter=FAILED
>9783221;First_Filter=FAILED;Last_filter=FAILED
>9779885;First_Filter=FAILED;Last_filter=FAILED
>9741897;First_Filter=FAILED;Last_filter=FAILED
>9631322;First_Filter=FAILED;Last_filter=FAILED
>9617521;First_Filter=FAILED;Last_filter=FAILED
>9555629;First_Filter=FAILED;Last_filter=FAILED
>9555628;First_Filter=FAILED;Last_filter=FAILED
>9504806;First_Filter=FAILED;Last_filter=FAILED
>9504805;First_Filter=FAILED;Last_filter=FAILED
>9466835;First_Filter=FAILED;Last_filter=FAILED
>9506386;First_Filter=FAILED;Last_filter=FAILED
>9421666;First_Filter=FAILED;Last_filter=FAILED
>9308163;First_Filter=FAILED;Last_filter=FAILED
>9427104;First_Filter=FAILED;Last_filter=FAILED
>9084580;First_Filter=FAILED;Last_filter=FAILED
>9040894;First_Filter=FAILED;Last_filter=FAILED
>9322021;First_Filter=FAILED;Last_filter=FAILED
>9322018;First_Filter=FAILED;Last_filter=FAILED
>10179749;First_Filter=FAILED;Last_filter=FAILED
>10179725;First_Filter=FAILED;Last_filter=FAILED
>9019094;First_Filter=FAILED;Last_filter=FAILED
>8985539;First_Filter=FAILED;Last_filter=FAILED
>8955858;First_Filter=FAILED;Last_filter=FAILED
>8955855;First_Filter=FAILED;Last_filter=FAILED
>8952313;First_Filter=FAILED;Last_filter=FAILED
>8894773;First_Filter=FAILED;Last_filter=FAILED
>8885098;First_Filter=FAILED;Last_filter=FAILED
>8870963;First_Filter=FAILED;Last_filter=FAILED
>8891842;First_Filter=FAILED;Last_filter=FAILED
>8803671;First_Filter=FAILED;Last_filter=FAILED
>18255590;First_Filter=FAILED;Last_filter=FAILED
>9390254;First_Filter=FAILED;Last_filter=FAILED
>8817773;First_Filter=FAILED;Last_filter=FAILED
>8846710;First_Filter=FAILED;Last_filter=FAILED
>7585305;First_Filter=FAILED;Last_filter=FAILED
>8521591;First_Filter=FAILED;Last_filter=FAILED
>7790010;First_Filter=FAILED;Last_filter=FAILED
>7612134;First_Filter=FAILED;Last_filter=FAILED
>7755886;First_Filter=FAILED;Last_filter=FAILED
>18924784;First_Filter=FAILED;Last_filter=FAILED
>18263362;First_Filter=FAILED;Last_filter=FAILED
>8942055;First_Filter=FAILED;Last_filter=FAILED
>8591508;First_Filter=FAILED;Last_filter=FAILED
>8591335;First_Filter=FAILED;Last_filter=FAILED
>8563370;First_Filter=FAILED;Last_filter=FAILED
>8563294;First_Filter=FAILED;Last_filter=FAILED
>8563290;First_Filter=FAILED;Last_filter=FAILED
>8563283;First_Filter=FAILED;Last_filter=FAILED
>7654979;First_Filter=FAILED;Last_filter=FAILED
>7569750;First_Filter=FAILED;Last_filter=FAILED
>7889593;First_Filter=FAILED;Last_filter=FAILED
>7738601;First_Filter=FAILED;Last_filter=FAILED
>7736728;First_Filter=FAILED;Last_filter=FAILED
>7850569;First_Filter=FAILED;Last_filter=FAILED
>7700861;First_Filter=FAILED;Last_filter=FAILED
>7889737;First_Filter=FAILED;Last_filter=FAILED
>7800706;First_Filter=FAILED;Last_filter=FAILED
>7812503;First_Filter=FAILED;Last_filter=FAILED
>8004148;First_Filter=FAILED;Last_filter=FAILED
>7950021;First_Filter=FAILED;Last_filter=FAILED
>7949901;First_Filter=FAILED;Last_filter=FAILED
>7802352;First_Filter=FAILED;Last_filter=FAILED
>8358497;First_Filter=FAILED;Last_filter=FAILED
>8334887;First_Filter=FAILED;Last_filter=FAILED
